zone,hour,ev_count,demand
A,8.073771537134272,159.97616544501994,185.5240858463917
A,8.36150465042323,170.04001109706934,173.91287440274832
A,10.311640866374068,189.42274906934603,134.30838645348362
A,10.082606738140434,176.99962248458368,166.95816876039282
A,10.905505494169422,170.6488720205867,63.5948741525566
A,12.511138149955649,180.65321225110563,93.75499509285478
A,13.73785280323221,188.08727200234756,126.16792393711727
A,14.285748659670336,196.29094120938882,67.76627708421444
A,16.03514033192044,157.35165600660835,64.41592726323952
A,15.488285959184973,175.84815871874565,290.4435394023688
A,17.93648508375152,170.3744175113847,278.82416807833187
A,19.47831880952206,153.74127474519406,352.8600360258008
A,20.38444666535503,154.63471290395785,287.9277946309585
A,21.73356514658272,144.5152985198601,361.2886349538457
A,20.624132426254764,148.56940358178989,110.08499474411451
A,22.82529610664508,141.32959802694583,59.76868557887557
B,0.0,252.0175815116624,92.2983913305575
B,1.0049927183128686,209.74095294333654,55.603545864210446
B,1.8098382217246125,231.51703835634234,111.97763309826428
B,3.0275039329648035,193.73535444265764,52.98907872179322
B,3.6149935793448384,218.89299758539386,52.56771847560629
B,4.882130798312566,202.18895587365273,94.57869407349929
B,6.5423717801219174,194.61975146378137,61.02440402527332
B,7.544836764861467,203.63383090019806,97.87263015583639
B,8.034487409436444,228.52391581033112,182.75284492541135
B,9.521581765087726,233.09379278687956,158.3394350968989
B,9.997833427498456,227.98595795154452,161.83509851011596
B,11.492819214679384,225.37405697519782,155.89524620181362
B,12.273237448886979,245.67403857650316,114.816061895236
B,12.205052389043878,228.8645147992305,111.23014231614026
B,14.5271300991002,217.58414023441895,79.42412627885453
B,16.312379761961623,204.9759194382488,105.65994389561534
B,16.929504959990393,206.59333166981693,97.40347407262543
B,17.300930698798435,243.94670261662998,347.64816408567367
B,18.643709369564643,241.01174602552763,392.0505396908716
B,18.579489733160514,252.14143512866656,236.1159292787004
B,20.30882985488756,208.38503147883506,358.8292115665906
B,19.36034968800432,230.16615894258288,357.7844929120971
B,21.749718594956462,220.33492118182755,95.3764019986516
B,22.880131160601504,239.07823545367506,57.67810126469413
C,0.0,258.74150845767144,102.24781320883052
C,1.0802490042866595,254.4682048640765,60.10031201803104
C,1.9039534454140543,252.42272156536458,90.84198792131025
C,3.2991350646377002,229.95547884213155,82.77067400803104
C,3.766587355063113,226.06314274548876,55.809221147833114
C,4.967978368854104,237.36645279430562,108.04529266115186
C,6.757535765056835,198.4415620601342,92.30708755323566
C,7.3749035492081365,295.8788212944458,58.085268457848976
C,7.9329982678627164,210.74565826977522,152.51384216379182
C,8.951899813387415,216.76644320776364,178.29477370110652
C,9.690826503398126,237.28187981714495,123.9014514911666
C,11.647289478442488,227.32258449377275,163.55460597497245
C,12.34325123724658,206.59366878549793,85.76778941109593
C,12.224016041569215,233.66514383851646,67.17434120030128
C,15.460909869589948,244.70154621386382,94.35207605679291
C,15.442147832219726,264.1807773459874,96.87020125580194
C,16.394280903260682,266.99574994825304,97.33084642571
C,18.34873824335665,216.07326961116323,284.52522017003406
C,18.37076846441773,217.22049219827863,245.2813830379928
C,19.39938825821051,232.63673401372841,248.5686559146073
C,18.099640533923967,229.09503079528335,264.55327188865886
C,20.975980384250352,251.41436268685013,289.55552812389436
C,23.948125814598757,224.47446294628344,63.18047863129116
C,24.609707697670746,245.718051246027,51.75218556714182
D,0.0,151.47737578659508,114.75947329932772
D,0.9707216358966835,177.81650889760624,73.73288057859536
D,1.9384984960877703,182.97345435722258,73.96442575102562
D,2.7777199722549866,150.2957432977484,92.4722446658233
D,3.9920872329751997,193.9012677270906,120.0821963584091
D,4.700076507195496,144.16251508150663,53.530412611795306
D,6.1797028992552026,169.71435092643077,105.51724633582948
D,6.4180012324726805,188.99679698660785,112.27097081914552
D,8.253172246314945,171.25113252143245,113.96842872116144
D,8.565459332941305,169.09062847384394,152.9532327107887
D,9.746062281152202,129.94524113278504,195.35311609674883
D,10.726177206112503,158.4784759763672,154.79783116305947
D,11.139620054242512,138.24877086694423,65.26874522762742
D,12.906500424845463,147.94296912706335,58.1046393823397
D,13.56671756428858,136.20870429696942,85.4312721828943
D,14.453724879778491,162.06969725569923,98.46816088027686
D,15.783691077948655,174.4687376410923,107.42387809756278
D,16.929154154558088,148.22771857034562,263.07073519159684
D,19.4238614608922,135.46929278748283,345.3289236116433
D,18.951309920098605,155.64150815334125,392.1495663639752
D,21.65980024981919,172.31525884410775,298.67031405405737
D,22.298272257036093,181.2693956434236,258.7208696727217
D,22.99831810166506,181.75146777998825,61.74245440550807
D,22.322844628380285,164.17864017384227,88.46631310844847
E,0.0,213.29337399806764,113.03260742745009
E,1.058471711929158,182.4012764133928,62.661051178914576
E,2.0107215715004894,202.9698450067428,81.27502494991445
E,2.971565466099768,193.6557735619924,68.6305935869192
E,3.6962670257143087,197.17822280502807,59.797722416826
E,5.554572317206437,233.75719843845516,52.28419778802539
E,5.770450311091866,174.4216570247799,82.02725439835365
E,7.074737438491019,186.47222462789975,85.72937043648285
E,8.038346361282063,218.5802542247692,168.14729432724846
E,9.114935611794413,190.6448760523875,189.25744238933584
E,9.693470798356204,180.18896222801826,155.0867191310176
E,11.261342827425498,173.82723951795774,152.13852901819723
E,12.037953467719262,180.70270882302103,52.78363933881652
E,12.932193065699636,202.37022528465621,75.52386096398499
E,15.05896284600698,223.8258907869855,90.11581192270963
E,15.794124719860285,214.31734389105415,96.72433925472211
E,17.204737747714532,164.7326295098512,68.76413768939967
E,17.498361930974077,188.20204686231793,369.9483581899138
E,17.18668123542361,235.58908805020974,346.4027286440172
E,18.300807465680148,214.80434852893654,273.3076560253312
E,19.381043671639837,211.17517693183254,417.9039005763912
E,22.41867270864302,175.58813151183165,227.5059493517562
E,21.15711663308117,241.37132514507738,118.81319479995778
E,21.127095531587397,218.7525402781369,59.856267039253
A,0.0,151.636644121579,97.16624467421418
A,1.0063154056640913,175.5068637199116,110.41354965140717
A,1.9460290023754396,160.69573220122734,91.54022207768239
A,3.011582924292692,166.58686347466806,96.57154202634219
A,3.97076349159182,187.60862292464182,85.63091352215449
A,4.871617235636709,187.57348149052325,48.22347448734115
A,5.777900304770679,180.51573357061991,122.09586375498775
A,7.315192986170804,163.35902058868254,62.03283634164508
A,8.136089694596182,146.71135997045099,167.69412576347403
A,8.798570032298862,164.09018677919207,160.09718078240385
A,9.801880869098605,177.3321957836032,143.001313490279
A,11.897915704508259,185.80978494583928,176.98358507078098
A,11.21023668308637,164.32966782715235,60.6590173223409
A,13.441530953373817,196.66776979301747,99.4997536185472
A,13.689520894956026,176.65657968190084,121.06348185768076
A,14.257561838671633,187.88415282611462,62.42722742158291
A,16.440618848087038,159.53436042967988,65.67837630571452
A,16.676634712750516,180.4949740253027,282.3400128449358
A,17.063639656769293,176.8574194705865,266.7986512034643
A,17.636841938641826,152.82311914722914,320.2087057759471
A,20.08465985695349,150.46923777616615,274.49430369919304
A,21.69937239573417,143.25017298414377,343.35155091198425
A,21.41154649004893,141.77769095205548,105.33345090861214
A,23.596332130278878,146.99907778133758,58.722800115880894
B,0.0,229.62171419250356,99.04548250086609
B,0.9785502905936347,212.19982295910634,50.3426815888066
B,1.9140671675399572,227.9176962528243,113.52237903460122
B,2.8449577478388353,186.2339783556646,53.144770804964246
B,4.254261455757309,203.38423636708893,52.33688089965298
B,4.871094323781124,196.89963525085537,99.00008605329107
B,6.104345259851378,234.3979266689964,59.798653441379884
B,7.271831205931498,223.0164371112839,98.89424504387736
B,7.375806327784782,227.19238299335026,191.27093038234526
B,9.517091834823646,238.60456458407018,146.0030901252196
B,9.669156897327401,245.54601446608427,162.66267116595262
B,11.035879500380819,211.15955612264267,155.0533975048499
B,11.874359690717272,237.63914277093366,113.42413656079694
B,11.801033587146058,245.5670266129547,116.15356900247852
B,13.52927590632061,234.13166168852783,81.62373173958574
B,15.659244243002773,211.95571443802655,114.46349372075169
B,15.643226774769666,227.40454827663586,88.87915432418332
B,17.408271269068706,252.9364631736816,336.43348895006767
B,16.937362095701122,238.7869767145365,351.11720649120633
B,20.872851469200448,249.79379377828346,272.99217822607926
B,19.019973221630067,190.0188383055766,348.3038711560134
B,20.670449505013828,250.37916879902073,432.7624105145403
B,22.28513992710391,199.88239926159463,87.62808468232124
B,22.267613587831672,184.29971229584064,56.37434432750929
C,0.0,265.9602676508621,113.47734315556993
C,1.0582654831450797,236.7052523636725,58.42550982301967
C,1.854245166621553,242.63798173434435,100.5699321967096
C,2.6424355114539226,234.58763959592676,85.48753524174532
C,4.023883867708969,264.4596344014445,53.965833093915236
C,5.463495491887541,229.63588924728953,111.02304859152511
C,5.881605585668079,237.77956557826843,103.33492615787752
C,7.027217725089323,283.80783584284706,66.04913364962266
C,7.151085938057925,220.88388920852145,169.40724379410878
C,9.17201566707297,219.17226091718163,171.94774529568878
C,9.545779451409338,236.7955826604274,125.54033309876665
C,10.823937195817246,219.96449636185625,159.63065177849722
C,11.993208693843474,210.0473311251975,88.12010361910235
C,12.300773775458369,245.09879282452806,68.34764726008419
C,14.658763751473625,219.35741373312936,101.13432044963723
C,16.170324323606017,267.6427239088553,94.26429373525458
C,16.706315050209955,256.6389663553559,98.33874031490215
C,17.332849379171208,227.56344459517987,260.5708652857711
C,18.087222171404644,232.48525400404156,249.01988502553337
C,18.0123642123142,238.39506021140852,249.8864363332675
C,22.078744214492833,221.0347308433981,253.42765389878014
C,21.400571802672825,232.06932368522774,267.1649873493696
C,20.16557694932963,196.97805626400572,70.67738659622721
C,22.352026298242155,248.47266093156355,46.99554469130929
D,0.0,166.64235869958333,105.73888972494099
D,0.9510227860556284,179.1646996758003,75.65008267738146
D,2.032477897848832,177.47402476618467,77.35436160524158
D,2.962943951133255,157.9732509314042,101.43498465571473
D,4.037426490573555,191.3447951710199,123.22399079979425
D,5.064306553229456,178.44949869748874,54.21996797382563
D,5.915573616019661,162.58901943428498,102.3357934932555
D,7.713779056587215,205.6456745719417,116.95292542579215
D,7.913822614710124,166.2384389838408,125.71196498165237
D,9.354401282492072,164.76848428445112,150.86780656553535
D,9.865952309129959,133.57235166773594,206.04039699660845
D,10.51636376381412,165.90397816245482,134.79331070907526
D,11.945590139242166,145.7424617551942,66.85899181559017
D,13.031317019491425,147.81441264026682,46.791923058428054
D,14.086381071662242,136.07125670276355,93.60994862645369
D,15.593365419433217,153.27022710774062,111.93321268566135
D,15.92128597666882,162.843824192127,113.04065820751944
D,16.638446707864897,154.3879974819848,254.1519589830108
D,18.938483335653864,141.3678151985577,357.17207195249875
D,18.203169242402137,156.60217293257946,371.6733719945669
D,19.65184595647505,182.3709862504893,330.26990830000136
D,19.24358069188261,194.7032861462088,269.9105674749952
D,22.014833436630514,184.79470365562463,63.85154862163177
D,22.114371160740905,164.99988801741853,100.19445813624894
E,0.0,192.80503779763404,122.04734459584944
E,1.069855814780058,188.01159046844953,69.2823058649207
E,2.008191857406795,195.14639727881274,77.31013146481362
E,3.217582872878263,189.80899562502154,67.28632562750191
E,3.356647754117185,188.2253058497246,59.25460385676898
E,4.993068979676999,219.5055407098243,51.59050662849277
E,5.029707193481378,196.06352338428766,86.07850943996822
E,7.262080497238726,201.99261820753927,86.12984953837028
E,8.255966768277462,219.98951507208295,157.178173250192
E,9.399061770151407,195.45904858763294,164.28163235750532
E,10.755630886544747,175.41485158286872,163.83953881139246
E,9.743619828180663,173.31609182908963,150.3686397008044
E,11.930295158834344,206.54920214906758,50.340753251991664
E,12.216613323895189,199.42927884323495,81.13637419288878
E,13.509269849658544,209.479748824963,81.76418590448952
E,15.184565563199099,229.70863299136934,96.26791813892403
E,17.06730624016344,176.28830547525087,69.32821533884106
E,17.247751538366646,187.79149863070654,354.7678602236009
E,19.31549928084974,235.42786974796613,343.83982498020754
E,18.792839929809467,220.57905035383735,277.5755937444334
E,19.887341044409624,208.61253615111642,358.5103915137481
E,20.573553533549543,187.31378226124164,262.77528831698265
E,21.47944421526287,217.1423362100804,124.42614646371354
E,23.029669118048748,239.80633868077854,64.45075214798683
A,0.0,165.13717433852324,109.5765413148979
A,1.020122963706036,168.3556632743309,117.44996621198214
A,2.1696849817518196,185.31033781454002,94.41082572635257
A,2.844944616220619,196.03102226206292,98.04749260968015
A,4.096334774472601,210.8312641216512,73.42297232617688
A,4.956708386905526,191.7343202563168,55.25610263494067
A,5.639449437698357,176.04063679760014,113.90906976237015
A,7.1885444486508225,145.64004411966732,58.004769695913524
A,8.40985777105123,148.45075878831673,170.7473358212579
A,9.162481677626799,165.48706440975775,166.51579548189457
A,10.04581886902941,196.4536593752157,145.6913377889863
A,11.003899970229776,199.91393100682677,155.60664447295136
A,11.962043162900905,170.05469689399425,60.858117080232326
A,12.824455156049972,210.58782205035277,100.33031754535267
A,14.636769674148272,179.39816061651567,120.72917034318021
A,14.682079149289102,169.32579178669073,75.67269255026669
A,15.952845103535523,159.65182820820465,59.246656526953586
A,16.964045928322417,183.0607004774957,310.51361176697964
A,18.238380062147908,164.58451843869625,284.4140114891093
A,16.903811266565082,150.95246497462782,343.53269524077206
A,20.416111020742726,158.38515974216182,254.41882404946404
A,20.913224181224496,137.52612927309164,322.0244363439554
A,21.366363518094833,139.23647970739492,90.74754550336498
A,22.89409813721756,142.7106895808676,61.70279640040685
B,0.0,230.09023167468024,91.49503161412214
B,1.096660324225083,207.5054842385438,50.211830115485085
B,1.9123641275188235,251.1021119669621,107.3498143621159
B,3.1754361624382303,209.06349238408674,54.82426415166391
B,4.42565739209586,204.2276501744289,47.21628049916171
B,5.1605159824555695,219.69089612566026,98.23071504598313
B,5.2319820645359485,231.80212998602553,61.25278174891184
B,7.376829855702795,222.86781207998848,101.48862506403434
B,7.860978575383804,211.3993975797253,196.7593871970286
B,8.404259141090966,239.32881325887791,141.66061565968965
B,9.560946612112737,216.0699712420953,174.20799266056704
B,10.838155748760533,205.2574260596248,156.26332969268032
B,11.832630370173586,249.7417351839049,111.24845380107257
B,11.370248852519198,220.13186095910203,112.01905387985389
B,12.85170111595836,240.82807428477147,87.2287057411798
B,16.835247229419576,219.18050643240497,110.85938032016885
B,15.583915193646408,211.27069239125785,92.28113926184844
B,16.570728578399454,236.60548869358948,360.9688159280413
B,16.939380931477395,282.3490439923428,358.9959929941884
B,18.942724499265946,233.79483255325394,255.82918309390828
B,22.304508035042847,200.69030435100228,292.1103409019764
B,20.34829482309282,222.99624199050498,414.4366390861697
B,23.290778952467143,206.83767760600705,89.40389072227048
B,23.089195002387395,243.4489681165777,53.234118254338306
C,0.0,280.19462038847564,116.88051236625891
C,0.9680051541566533,233.1362810966386,56.58656003160905
C,2.03270979865151,226.88601930140803,107.77284727599422
C,3.0357558186058426,221.6261529378433,82.12811938726361
C,3.887786940525362,258.0377079986702,47.598977601272935
C,4.52388431122303,192.417434593986,101.71898910931182
C,6.164416574226717,217.00872819183493,93.50557029159532
C,6.648931379814364,264.93150626936335,62.74088814510048
C,8.241642859150296,230.35929951571518,169.64177432360668
C,8.726124205532935,237.05246223602714,172.93964538623067
C,9.978782155461525,254.37330554456386,129.29968721721625
C,11.551149309675514,219.64248899506154,151.68538433886468
C,12.282701296252085,211.50274423236246,83.72228246570016
C,13.03167920686071,226.0875646332537,70.37556899732107
C,13.52280550857357,242.25117552474936,93.34241533439784
C,15.407646477178007,277.4773048883893,100.98536544198558
C,15.703323135292381,280.7447668710168,93.46082089551948
C,17.053694637889276,208.4632244517814,265.067320827382
C,16.926165645688886,254.1946719705755,229.09257272193992
C,19.160070869835206,231.08986432863833,254.36848432146496
C,20.04116771104657,224.24284704522174,279.3724652786831
C,20.18626335271987,228.78821973537072,277.65824874381394
C,21.82677393237721,228.61709532620367,69.21136189063408
C,24.110931754022523,257.2410811468834,53.18648814100218
D,0.0,177.29624124816976,111.12659985118933
D,0.9699913797204263,165.3477896704733,70.95570215130641
D,2.052121173846925,188.52439364688,74.65749744002589
D,2.8774007200263454,149.45022040877885,92.6312357263061
D,3.7414699744753173,180.37891663547296,118.6081383837086
D,4.7099184138553385,164.07580849181326,55.70273684539711
D,6.294155135391452,177.13780798865935,108.7245506662942
D,7.232770541983737,176.1526904510991,106.73899590880174
D,7.87516549507376,171.74077363319685,127.0530345668792
D,7.848470340504551,155.29694945616103,148.3944076177612
D,9.352493264164416,123.73006350029576,208.76432808538166
D,10.420132454990602,150.5070617140554,151.09918642708587
D,12.133749194195818,146.18513143069342,65.77788651572277
D,13.810957402861805,140.491668198762,49.43691071796535
D,14.814326983087879,157.84706477987524,88.36148942221321
D,15.1693980359116,162.64149521203672,116.0978557961261
D,17.683331880656183,168.8860763053007,103.0288251658265
D,16.22078662006635,156.85200493769457,250.7578355817303
D,18.64101349842227,141.0667690250867,349.81188235850175
D,19.599427123704327,161.75913843784363,331.12832783885324
D,20.386769213860138,175.62781344312143,314.7709027830463
D,22.204037611792263,204.75420854740162,243.39715034454696
D,20.996089634810545,206.3224654600071,56.93079239732807
D,24.100010868852365,163.87752771833692,94.65617814371578
E,0.0,199.08350348496765,112.74007491910534
E,0.9872465661838519,201.77533111913021,63.500394474580006
E,1.9993472272741117,200.94515346677753,90.20429858478633
E,3.106883878851287,206.8714609880364,74.1326625222013
E,3.892811797405991,202.55014418673386,62.42507539945354
E,4.661374082499859,211.995396646179,47.176719395422644
E,6.330564489950417,186.07537723221716,79.4364361946326
E,7.151102831929126,200.2394658775031,83.11436203094499
E,8.109255309631221,227.4321410869521,167.0418038323934
E,8.522219891999097,197.7730645554152,181.3517129402196
E,10.553689722206844,189.19937935975838,161.6508188970182
E,10.024661462259061,198.2753149774984,136.90361625959795
E,11.66386326474059,179.63058962770864,50.96589815803145
E,12.612567902770659,226.43932102899453,82.80547767420387
E,13.731142739656393,230.85564346248313,78.99965882583496
E,15.110210135912357,215.06572447098756,87.3719433317215
E,15.34975431099728,182.18570486010572,70.12657142041505
E,16.076962285602303,197.55621042248114,343.63783022912213
E,18.75104604611592,198.66992223827296,317.77858054463366
E,18.945836814824787,199.7576072771061,270.5362769084621
E,21.69867762364537,215.89772911197628,378.8419879189995
E,21.053045914083402,179.0253026232235,278.6643479810097
E,21.39646164240988,216.43397201842336,97.10294750463257
E,23.343942445947757,221.1018141351985,63.009998963588465
A,0.0,166.603205814969,111.22360097347588
A,0.9881344938310349,173.12551575565786,110.26030366275742
A,2.0086797282719213,186.8198543955664,99.77648108047433
A,3.197850926442219,187.08944260033022,96.77435609697449
A,3.968654973149784,189.36244202189945,77.0368694460982
A,4.951107934480754,183.38363280754132,51.25588064545828
A,6.005523499024724,171.27546132915603,117.05534468625935
A,7.300148585949464,162.20986548412446,54.478284869156965
A,8.331429297344577,152.93351559595544,169.6646450370323
A,8.957307427352358,177.46608760383955,172.72875842886833
A,10.266445902562586,193.94556119943928,125.2933160107394
A,11.92846098163401,181.92959002944366,151.7726009481694
A,12.908174013232625,163.01393536926486,55.84223636182735
A,11.344742092323372,175.56379004474675,99.2866277536423
A,14.316193883607843,212.57655378783605,110.73553344160085
A,15.187910751436945,181.46088609866072,70.66509303651712
A,15.734038596560397,157.26350100558042,56.28932065936683
A,15.401447659940539,177.47222454672018,258.8863863835366
A,16.274980171841417,154.05903641388647,258.4808439697317
A,19.486574835397974,153.76531852571105,322.3480475926757
A,20.81212761582629,151.0069636796769,288.16296755212403
A,20.568591152780552,146.46514833969943,310.3189368263093
A,21.396093801270684,151.3636380863478,108.3073921549775
A,22.919097508482388,145.3766444084784,61.35268487006517
B,0.0,213.35928070030195,97.13729890451492
B,1.0968714544884501,193.35939230183996,50.90727343730232
B,2.0564438560614877,254.3644970278034,118.1023259760129
B,2.806340452691794,199.03046039563333,49.20594760450265
B,3.4791708941724346,201.47192995321237,54.46966015013052
B,5.009817772802544,195.8791837170984,92.01988982376858
B,6.149332510954304,212.98685727597248,60.540083452568794
B,6.740445107848618,222.00675323826718,96.63785000869407
B,7.666239289344154,236.51993504982005,195.81010417359008
B,10.015294377414941,217.0075714743003,154.13209914505555
B,10.187967009257978,244.20026293890422,176.61962708160158
B,11.460594912142948,233.67389283190704,147.0552580647793
B,12.052320382354901,287.083781422073,95.90764395993985
B,12.360731227194654,230.24664463830635,106.39547277437205
B,13.126098592663505,242.63191686966837,77.0309238047583
B,15.396163903087247,215.85709986979427,101.87892329171608
B,16.496275067427714,210.63128451252814,90.47207221953255
B,16.228186184789408,225.41640527937318,344.65306947926155
B,18.246100062982777,244.48411626678072,344.79008282176216
B,17.349325896754074,233.22945726141728,282.05585814413917
B,19.233000475320544,210.96125959940804,340.6860642057437
B,21.26594359639915,226.0383528834313,416.0357777040903
B,21.05470406824826,210.1662869582863,91.95249738327605
B,24.30775681121871,220.22234719971598,59.470262776751326
C,0.0,253.32445032678075,105.04241840255234
C,0.9464353452598568,250.0911954526192,67.713272657342
C,2.0716317037809024,246.29277818793702,90.93788318646315
C,2.9193295001007105,222.31749053636963,78.01281506464039
C,4.136234847188651,284.2074204616693,45.470917226891764
C,5.099037786446031,246.48174233175493,118.96191188351168
C,7.209950067860408,224.3042288519842,86.1571303582887
C,7.228993266248453,287.7903825421398,62.14589821589107
C,8.211204262386623,225.0855571875084,174.77843557811048
C,8.874205095437338,214.13693626899416,163.93625545227158
C,10.181781752032625,261.7415524256233,124.93819320179935
C,11.01338982207987,219.1276957221896,146.9847190473582
C,11.889025799816425,234.87964731824263,94.87556514529305
C,13.806198353214546,231.37854798164093,67.2233422281554
C,14.863200789115485,241.09785061683255,95.16363653793036
C,14.804017617865712,281.1166938377461,93.78215869517418
C,16.18930754526829,255.75560288203056,85.65411749511988
C,18.917183590036387,226.58262445173372,258.56207295991084
C,17.707998959383378,268.9635041145693,230.6719374061443
C,19.610435598348005,245.5965448593061,263.9577982642175
C,19.405156680448247,232.43597445933722,296.59509821078916
C,22.327203480665005,242.7100103258905,258.2403141951901
C,23.66623413370776,244.66183575230286,70.08078084693771
C,22.653274081431924,255.34661859953974,52.26684764366596
D,0.0,174.5827776528108,112.29677672973561
D,1.0249150244329366,190.04192689109993,68.2428999633385
D,2.0148959785121128,164.48546119567146,74.53986052425707
D,2.9012384252968926,143.65222977757614,95.23614672017528
D,3.9533026508820313,176.31180570462675,124.61818626238446
D,4.778132789918541,134.86704953082418,61.857012336371085
D,5.591964449048675,161.44286831141397,104.85505078536791
D,7.079331750252277,173.7662635875223,113.073310755493
D,8.01767268840692,172.12564690806374,127.0806513603834
D,9.58969429639737,176.2303013371795,154.75361844816553
D,10.615821997320278,127.58770217225504,192.6515089202515
D,11.09956827368401,155.628049238472,144.74379472865814
D,12.117497139094748,140.56646400508998,66.64663242520481
D,13.594227487714013,143.4234914003441,47.00053194100836
D,15.569016347516792,140.0334991029135,91.3092844447814
D,14.3231787200836,155.12396728473283,116.09559029494565
D,15.651221036655578,175.98592145429632,106.24354268779204
D,17.620527387424406,146.57830592223308,260.3573726448691
D,18.8598250198832,141.62044581437402,337.6783895792306
D,19.66342498950275,148.27320241934387,365.6031033584657
D,19.119284006016986,166.37896137697365,296.13960718366496
D,20.954053038092937,198.7429772484281,262.8673494267034
D,23.7326349140758,178.33554312762826,65.17557952463277
D,24.666784020997117,193.45050627637752,95.80737588416572
E,0.0,203.33027358689017,122.09338277708703
E,1.126131936358405,192.3167560488219,64.82531423933675
E,2.0578893216613223,190.1008820456466,82.21906171243786
E,2.7685477193355945,175.49867357618285,70.73814434570922
E,4.322412635408955,195.37862552234648,66.95167443160999
E,5.319978042065895,240.38177023997804,50.62136119220825
E,6.54326783075377,180.89155526367443,83.24362936733576
E,6.538166960675962,208.36262503759625,89.01914507378754
E,8.665963996470518,239.2588114957816,179.620895303198
E,10.250821912153974,197.88381930401755,161.32536719284818
E,10.355983602840599,184.78670462425248,165.84508058202363
E,11.477787751279767,179.06820446244245,153.4536840786294
E,12.36668708654575,190.0268500429507,51.62529597395781
E,12.446963862487637,216.89191433206543,78.63408934709605
E,14.255887963252288,216.45720167991917,92.05163541934773
E,15.5946919292617,209.5284094030995,98.4293210143173
E,15.185106267405375,159.5096239145946,70.78241941621997
E,15.87614345343276,173.99209032690604,330.81710223437653
E,20.67491697485602,232.74607942044068,316.060245529562
E,19.838678129357763,221.35513099143287,293.618542041317
E,18.321395796357695,201.62809706185215,385.8304426999234
E,22.322449735830613,175.10909738440813,260.71233928074037
E,26.065053149354252,221.63948298309737,103.52272882425555
E,21.001492747924797,198.3366856711667,60.140142209660254
A,0.0,170.80759960280864,103.43211236044927
A,1.0640772212669494,177.9045589527048,107.80232376627596
A,1.8061903254108351,159.244438537697,93.17662258033694
A,2.901519585870894,191.2866269947386,100.32867399584023
A,3.9694229349951393,186.01572192891814,85.12509197345832
A,5.167282554293695,196.1818958647044,53.238775595765254
A,6.005770858590834,184.6267170379616,106.00513173308453
A,6.49269218675986,169.7715726520836,58.354013186183245
A,8.31458908898391,142.55495649960255,181.2765829602678
A,9.094830458556102,168.56411744424688,160.90987666924178
A,9.878217640737562,183.43950151161846,127.281552214916
A,11.828673147880561,169.75373763601672,159.22440203531886
A,12.83280094913696,183.3236423250789,61.34241976111962
A,12.764761642777302,190.27064667566432,100.14929790147423
A,14.545245421630014,165.7133634761915,116.30910006296409
A,15.8924457504585,165.29689090058724,63.600231178010674
A,15.529054321773105,161.74052574732988,55.424619212797246
A,16.05197437685239,177.75054747601814,291.67546675006105
A,17.2455840210122,155.21586387074095,281.53638791106505
A,18.687488167089732,154.4521048476315,316.48866043721216
A,18.947095921894167,155.28770464479754,281.2222400974532
A,21.308486921335724,140.32431499147054,326.9490038580206
A,20.31747669744454,131.80706456936778,104.14427798990691
A,24.494710358759,151.62505974198072,53.98397008171143
B,0.0,234.12994786578278,106.88625258301956
B,1.077028641421506,208.40605909613296,52.59058964819733
B,1.9759318470993184,247.56448034233506,109.90618877560036
B,2.8328513758253977,188.43869479619187,48.72486175506002
B,3.5434801339550246,213.03783165936287,54.01274836548515
B,5.1426553970807625,199.21487887842275,95.79394733176242
B,5.669901676520659,236.6414698624782,61.62743871699955
B,7.77273875704685,207.76887520197602,98.5379820794712
B,8.394633367041632,219.46859275113346,196.93533498545298
B,8.532901061918905,239.53194129164933,145.06408955749484
B,9.931943622336243,232.70355360574905,168.07702473518717
B,10.493781500057727,219.3474577854412,151.18668605888828
B,11.607053557828907,224.73707980668394,107.6125173089456
B,13.660169625850061,225.6807271246354,115.15190251295911
B,14.158800695476566,252.18868244629107,73.00263307678007
B,13.862147919047128,195.82725332159922,100.30260550963179
B,15.63930128565259,215.8880917058831,96.95691883344925
B,16.019119933974338,241.08781780055457,348.40632186907726
B,17.252084303698922,261.5007584097669,343.4095057533881
B,19.176952970725164,225.03910490245656,306.18324328256006
B,20.211861919142606,200.94925626861547,317.4806598674117
B,21.305286810377876,214.31798590277916,409.87243998747897
B,23.803782252461204,215.01434823833364,81.64481207608044
B,22.595757514837302,213.61950851388502,63.60711164550642
C,0.0,271.2373786333852,97.05335113192173
C,1.0165744414402262,246.04663770461278,64.19001190718534
C,1.889675578642406,231.063196139769,105.0730047076666
C,3.0136205799269593,228.3660804246735,81.00624901130104
C,4.0498699513527505,268.93791818739646,45.61175759494837
C,5.21637562099036,234.0827639174923,106.53352129119035
C,5.609814598653405,229.00809394758426,94.29451563142071
C,6.8710420810516695,285.0102968819142,60.425373663479846
C,7.830547833739243,227.03541984322447,156.54375326204394
C,8.983168801901332,229.4202773620177,176.9527280418214
C,10.038695336419762,236.1848804200484,127.28338738126199
C,11.756252263144928,213.2626657674099,170.3467589228788
C,11.734943269367365,214.11594382944347,91.56673837653908
C,11.584116873982635,220.08711136288704,76.82462628190733
C,14.38327111137267,227.68671024877838,93.13890756015664
C,16.096199474646802,281.5544466881836,101.95653510748029
C,15.37434148039241,256.65031504575785,89.95801476801296
C,17.768720290231705,215.0387036151266,280.4031661956431
C,16.372944443676634,241.4903819807894,255.46421307949782
